Hundee |Root|,Jirma |Stem|,Ani |I|,Nuti |We|,Ati |You|,Isin |You|,Inni |He|,Isheen |She|,Isaan |They|
siqsuun,siqs_,Ani siqse,Nuti siqsne,Ati siqste,Isin siqstan,Inni siqse,Isheen siqste,Isaan siqsan
sirraawuu,sirraaw_,Ani sirraawe,Nuti sirraawne,Ati sirraawte,Isin sirraawtan,Inni sirraawe,Isheen sirraawte,Isaan sirraawan
sirraayuu,sirraay_,Ani sirraaye,Nuti sirraayne,Ati sirraayte,Isin sirraaytan,Inni sirraaye,Isheen sirraayte,Isaan sirraayan
sirreeffachuun,sirreeffat_,Ani sirreeffate,Nuti sirreeffatne,Ati sirreeffatte,Isin sirreeffattan,Inni sirreeffate,Isheen sirreeffatte,Isaan sirreeffatan
sirreeffamuu,sirreeffam_,Ani sirreeffame,Nuti sirreeffamne,Ati sirreeffamte,Isin sirreeffamtan,Inni sirreeffame,Isheen sirreeffamte,Isaan sirreeffaman
sirreeffamuun,sirreeffam_,Ani sirreeffame,Nuti sirreeffamne,Ati sirreeffamte,Isin sirreeffamtan,Inni sirreeffame,Isheen sirreeffamte,Isaan sirreeffaman
sirreessuu,sirreess_,Ani sirreesse,Nuti sirreessne,Ati sirreesste,Isin sirreesstan,Inni sirreesse,Isheen sirreesste,Isaan sirreessan
sirreessuun,sirreess_,Ani sirreesse,Nuti sirreessne,Ati sirreesste,Isin sirreesstan,Inni sirreesse,Isheen sirreesste,Isaan sirreessan
sirreesu,sirrees_,Ani sirreese,Nuti sirreesne,Ati sirreeste,Isin sirreestan,Inni sirreese,Isheen sirreeste,Isaan sirreesan
siyaasaatu,siyaasaat_,Ani siyaasaate,Nuti siyaasaatne,Ati siyaasaatte,Isin siyaasaattan,Inni siyaasaate,Isheen siyaasaatte,Isaan siyaasaatan
sodaaachisuun,sodaaachis_,Ani sodaaachise,Nuti sodaaachisne,Ati sodaaachiste,Isin sodaaachistan,Inni sodaaachise,Isheen sodaaachiste,Isaan sodaaachisan
sodaanne,sodaat_,Ani sodaate,Nuti sodaatne,Ati sodaatte,Isin sodaattan,Inni sodaate,Isheen sodaatte,Isaan sodaatan
sodaatan,sodaat_,Ani sodaate,Nuti sodaatne,Ati sodaatte,Isin sodaattan,Inni sodaate,Isheen sodaatte,Isaan sodaatan
suduudan,suduud_,Ani suduude,Nuti suduudne,Ati suduudte,Isin suduudtan,Inni suduude,Isheen suduudte,Isaan suduudan
taasifame,taasifam_,Ani taasifame,Nuti taasifamne,Ati taasifamte,Isin taasifamtan,Inni taasifame,Isheen taasifamte,Isaan taasifaman
taasifamuu,taasifam_,Ani taasifame,Nuti taasifamne,Ati taasifamte,Isin taasifamtan,Inni taasifame,Isheen taasifamte,Isaan taasifaman
taasise,taasis_,Ani taasise,Nuti taasisne,Ati taasiste,Isin taasistan,Inni taasise,Isheen taasiste,Isaan taasisan
taasisu,taasis_,Ani taasise,Nuti taasisne,Ati taasiste,Isin taasistan,Inni taasise,Isheen taasiste,Isaan taasisan
taasisuu,taasis_,Ani taasise,Nuti taasisne,Ati taasiste,Isin taasistan,Inni taasise,Isheen taasiste,Isaan taasisan
taasisuun,taasis_,Ani taasise,Nuti taasisne,Ati taasiste,Isin taasistan,Inni taasise,Isheen taasiste,Isaan taasisan
taatu,taat_,Ani taate,Nuti taatne,Ati taatte,Isin taattan,Inni taate,Isheen taatte,Isaan taatan
table,tabl_,Ani table,Nuti tablne,Ati tablte,Isin tabltan,Inni table,Isheen tablte,Isaan tablan
tae,ta_,Ani tae,Nuti tane,Ati tate,Isin tatan,Inni tae,Isheen tate,Isaan taan
tahan,tah_,Ani tahe,Nuti tahne,Ati tahte,Isin tahtan,Inni tahe,Isheen tahte,Isaan tahan
tahe,tah_,Ani tahe,Nuti tahne,Ati tahte,Isin tahtan,Inni tahe,Isheen tahte,Isaan tahan
tahu,tah_,Ani tahe,Nuti tahne,Ati tahte,Isin tahtan,Inni tahe,Isheen tahte,Isaan tahan
tahuu,tah_,Ani tahe,Nuti tahne,Ati tahte,Isin tahtan,Inni tahe,Isheen tahte,Isaan tahan
tahuun,tah_,Ani tahe,Nuti tahne,Ati tahte,Isin tahtan,Inni tahe,Isheen tahte,Isaan tahan
tajaajilan,tajaajil_,Ani tajaajile,Nuti tajaajilne,Ati tajaajilte,Isin tajaajiltan,Inni tajaajile,Isheen tajaajilte,Isaan tajaajilan
tajaajiluu,tajaajil_,Ani tajaajile,Nuti tajaajilne,Ati tajaajilte,Isin tajaajiltan,Inni tajaajile,Isheen tajaajilte,Isaan tajaajilan
taligan,talig_,Ani talige,Nuti taligne,Ati taligte,Isin taligtan,Inni talige,Isheen taligte,Isaan taligan
taliguu,talig_,Ani talige,Nuti taligne,Ati taligte,Isin taligtan,Inni talige,Isheen taligte,Isaan taligan
tamsaafamu,tamsaafam_,Ani tamsaafame,Nuti tamsaafamne,Ati tamsaafamte,Isin tamsaafamtan,Inni tamsaafame,Isheen tamsaafamte,Isaan tamsaafaman
tamsaasu,tamsaas_,Ani tamsaase,Nuti tamsaasne,Ati tamsaaste,Isin tamsaastan,Inni tamsaase,Isheen tamsaaste,Isaan tamsaasan
tamsaasuu,tamsaas_,Ani tamsaase,Nuti tamsaasne,Ati tamsaaste,Isin tamsaastan,Inni tamsaase,Isheen tamsaaste,Isaan tamsaasan
tamsa'u,tamsa'_,Ani tamsa'e,Nuti tamsa'ne,Ati tamsa'te,Isin tamsa'tan,Inni tamsa'e,Isheen tamsa'te,Isaan tamsa'an
taphachuu,taphat_,Ani taphate,Nuti taphatne,Ati taphatte,Isin taphattan,Inni taphate,Isheen taphatte,Isaan taphatan
taphatan,taphat_,Ani taphate,Nuti taphatne,Ati taphatte,Isin taphattan,Inni taphate,Isheen taphatte,Isaan taphatan
taphate,taphat_,Ani taphate,Nuti taphatne,Ati taphatte,Isin taphattan,Inni taphate,Isheen taphatte,Isaan taphatan
taphatte,taphat_,Ani taphate,Nuti taphatne,Ati taphatte,Isin taphattan,Inni taphate,Isheen taphatte,Isaan taphatan
tarkaanfachiisuu,tarkaanfachiis_,Ani tarkaanfachiise,Nuti tarkaanfachiisne,Ati tarkaanfachiiste,Isin tarkaanfachiistan,Inni tarkaanfachiise,Isheen tarkaanfachiiste,Isaan tarkaanfachiisan
tarkaanfachuu,tarkaanfat_,Ani tarkaanfate,Nuti tarkaanfatne,Ati tarkaanfatte,Isin tarkaanfattan,Inni tarkaanfate,Isheen tarkaanfatte,Isaan tarkaanfatan
tarkanfachifamu,tarkanfachifam_,Ani tarkanfachifame,Nuti tarkanfachifamne,Ati tarkanfachifamte,Isin tarkanfachifamtan,Inni tarkanfachifame,Isheen tarkanfachifamte,Isaan tarkanfachifaman
tarreesse,tarreess_,Ani tarreesse,Nuti tarreessne,Ati tarreesste,Isin tarreesstan,Inni tarreesse,Isheen tarreesste,Isaan tarreessan
tarreessine,tarreessi_,Ani tarreessie,Nuti tarreessine,Ati tarreessite,Isin tarreessitan,Inni tarreessie,Isheen tarreessite,Isaan tarreessian
tarreessu,tarreess_,Ani tarreesse,Nuti tarreessne,Ati tarreesste,Isin tarreesstan,Inni tarreesse,Isheen tarreesste,Isaan tarreessan
tarreessuun,tarreess_,Ani tarreesse,Nuti tarreessne,Ati tarreesste,Isin tarreesstan,Inni tarreesse,Isheen tarreesste,Isaan tarreessan
tasgabbeessu,tasgabbeess_,Ani tasgabbeesse,Nuti tasgabbeessne,Ati tasgabbeesste,Isin tasgabbeesstan,Inni tasgabbeesse,Isheen tasgabbeesste,Isaan tasgabbeessan
tasgabbeessuun,tasgabbeess_,Ani tasgabbeesse,Nuti tasgabbeessne,Ati tasgabbeesste,Isin tasgabbeesstan,Inni tasgabbeesse,Isheen tasgabbeesste,Isaan tasgabbeessan
tasgabboofte,tasgabboof_,Ani tasgabboofe,Nuti tasgabboofne,Ati tasgabboofte,Isin tasgabbooftan,Inni tasgabboofe,Isheen tasgabboofte,Isaan tasgabboofan
tattaafate,tattaafat_,Ani tattaafate,Nuti tattaafatne,Ati tattaafatte,Isin tattaafattan,Inni tattaafate,Isheen tattaafatte,Isaan tattaafatan
tattaafatu,tattaafat_,Ani tattaafate,Nuti tattaafatne,Ati tattaafatte,Isin tattaafattan,Inni tattaafate,Isheen tattaafatte,Isaan tattaafatan
tau,ta_,Ani tae,Nuti tane,Ati tate,Isin tatan,Inni tae,Isheen tate,Isaan taan
tauu,ta_,Ani tae,Nuti tane,Ati tate,Isin tatan,Inni tae,Isheen tate,Isaan taan
tauun,ta_,Ani tae,Nuti tane,Ati tate,Isin tatan,Inni tae,Isheen tate,Isaan taan
ta'an,ta'_,Ani ta'e,Nuti ta'ne,Ati ta'te,Isin ta'tan,Inni ta'e,Isheen ta'te,Isaan ta'an
ta'e,ta'_,Ani ta'e,Nuti ta'ne,Ati ta'te,Isin ta'tan,Inni ta'e,Isheen ta'te,Isaan ta'an
ta'u,ta'_,Ani ta'e,Nuti ta'ne,Ati ta'te,Isin ta'tan,Inni ta'e,Isheen ta'te,Isaan ta'an
ta'uu,ta'_,Ani ta'e,Nuti ta'ne,Ati ta'te,Isin ta'tan,Inni ta'e,Isheen ta'te,Isaan ta'an
ta'uun,ta'_,Ani ta'e,Nuti ta'ne,Ati ta'te,Isin ta'tan,Inni ta'e,Isheen ta'te,Isaan ta'an
than,th_,Ani the,Nuti thne,Ati thte,Isin thtan,Inni the,Isheen thte,Isaan than
the,th_,Ani the,Nuti thne,Ati thte,Isin thtan,Inni the,Isheen thte,Isaan than
tiikfachuu,tiikfat_,Ani tiikfate,Nuti tiikfatne,Ati tiikfatte,Isin tiikfattan,Inni tiikfate,Isheen tiikfatte,Isaan tiikfatan
tiikfamte,tiikfam_,Ani tiikfame,Nuti tiikfamne,Ati tiikfamte,Isin tiikfamtan,Inni tiikfame,Isheen tiikfamte,Isaan tiikfaman
tikafachuu,tikafat_,Ani tikafate,Nuti tikafatne,Ati tikafatte,Isin tikafattan,Inni tikafate,Isheen tikafatte,Isaan tikafatan
tikfachuu,tikfat_,Ani tikfate,Nuti tikfatne,Ati tikfatte,Isin tikfattan,Inni tikfate,Isheen tikfatte,Isaan tikfatan
tikfamu,tikfam_,Ani tikfame,Nuti tikfamne,Ati tikfamte,Isin tikfamtan,Inni tikfame,Isheen tikfamte,Isaan tikfaman
tiksuu,tiks_,Ani tikse,Nuti tiksne,Ati tikste,Isin tikstan,Inni tikse,Isheen tikste,Isaan tiksan
tilmaamamu,tilmaamam_,Ani tilmaamame,Nuti tilmaamamne,Ati tilmaamamte,Isin tilmaamamtan,Inni tilmaamame,Isheen tilmaamamte,Isaan tilmaamaman
tolche,tolch_,Ani tolche,Nuti tolchne,Ati tolchte,Isin tolchtan,Inni tolche,Isheen tolchte,Isaan tolchan
tolchuu,tolch_,Ani tolche,Nuti tolchne,Ati tolchte,Isin tolchtan,Inni tolche,Isheen tolchte,Isaan tolchan
tole,tol_,Ani tole,Nuti tolne,Ati tolte,Isin toltan,Inni tole,Isheen tolte,Isaan tolan
tolfachuu,tolfat_,Ani tolfate,Nuti tolfatne,Ati tolfatte,Isin tolfattan,Inni tolfate,Isheen tolfatte,Isaan tolfatan
tolfame,tolfam_,Ani tolfame,Nuti tolfamne,Ati tolfamte,Isin tolfamtan,Inni tolfame,Isheen tolfamte,Isaan tolfaman
tolfamu,tolfam_,Ani tolfame,Nuti tolfamne,Ati tolfamte,Isin tolfamtan,Inni tolfame,Isheen tolfamte,Isaan tolfaman
tolfamuu,tolfam_,Ani tolfame,Nuti tolfamne,Ati tolfamte,Isin tolfamtan,Inni tolfame,Isheen tolfamte,Isaan tolfaman
tolfatan,tolfat_,Ani tolfate,Nuti tolfatne,Ati tolfatte,Isin tolfattan,Inni tolfate,Isheen tolfatte,Isaan tolfatan
tolfatu,tolfat_,Ani tolfate,Nuti tolfatne,Ati tolfatte,Isin tolfattan,Inni tolfate,Isheen tolfatte,Isaan tolfatan
toltuu,tol_,Ani tole,Nuti tolne,Ati tolte,Isin toltan,Inni tole,Isheen tolte,Isaan tolan
tolu,tol_,Ani tole,Nuti tolne,Ati tolte,Isin toltan,Inni tole,Isheen tolte,Isaan tolan
tooa'atamu,tooa'atam_,Ani tooa'atame,Nuti tooa'atamne,Ati tooa'atamte,Isin tooa'atamtan,Inni tooa'atame,Isheen tooa'atamte,Isaan tooa'ataman
too'achuun,too'at_,Ani too'ate,Nuti too'atne,Ati too'atte,Isin too'attan,Inni too'ate,Isheen too'atte,Isaan too'atan
too'atamu,too'atam_,Ani too'atame,Nuti too'atamne,Ati too'atamte,Isin too'atamtan,Inni too'atame,Isheen too'atamte,Isaan too'ataman
too'atamuu,too'atam_,Ani too'atame,Nuti too'atamne,Ati too'atamte,Isin too'atamtan,Inni too'atame,Isheen too'atamte,Isaan too'ataman
tuffatamuu,tuffatam_,Ani tuffatame,Nuti tuffatamne,Ati tuffatamte,Isin tuffatamtan,Inni tuffatame,Isheen tuffatamte,Isaan tuffataman
tumamuu,tumam_,Ani tumame,Nuti tumamne,Ati tumamte,Isin tumamtan,Inni tumame,Isheen tumamte,Isaan tumaman
tumsiisuu,tumsiis_,Ani tumsiise,Nuti tumsiisne,Ati tumsiiste,Isin tumsiistan,Inni tumsiise,Isheen tumsiiste,Isaan tumsiisan
tumsuu,tums_,Ani tumse,Nuti tumsne,Ati tumste,Isin tumstan,Inni tumse,Isheen tumste,Isaan tumsan
tumsuun,tums_,Ani tumse,Nuti tumsne,Ati tumste,Isin tumstan,Inni tumse,Isheen tumste,Isaan tumsan
tuqaman,tuqam_,Ani tuqame,Nuti tuqamne,Ati tuqamte,Isin tuqamtan,Inni tuqame,Isheen tuqamte,Isaan tuqaman
tuqne,tuq_,Ani tuqe,Nuti tuqne,Ati tuqte,Isin tuqtan,Inni tuqe,Isheen tuqte,Isaan tuqan
tuqnu,tuq_,Ani tuqe,Nuti tuqne,Ati tuqte,Isin tuqtan,Inni tuqe,Isheen tuqte,Isaan tuqan
turame,turam_,Ani turame,Nuti turamne,Ati turamte,Isin turamtan,Inni turame,Isheen turamte,Isaan turaman
turan,tur_,Ani ture,Nuti turne,Ati turte,Isin turtan,Inni ture,Isheen turte,Isaan turan
turaniiyyuu,turaniiyy_,Ani turaniiyye,Nuti turaniiyyne,Ati turaniiyyte,Isin turaniiyytan,Inni turaniiyye,Isheen turaniiyyte,Isaan turaniiyyan
turre,tur_,Ani ture,Nuti turne,Ati turte,Isin turtan,Inni ture,Isheen turte,Isaan turan
tursiisuun,tursiis_,Ani tursiise,Nuti tursiisne,Ati tursiiste,Isin tursiistan,Inni tursiise,Isheen tursiiste,Isaan tursiisan
turte,tur_,Ani ture,Nuti turne,Ati turte,Isin turtan,Inni ture,Isheen turte,Isaan turan
turtu,tur_,Ani ture,Nuti turne,Ati turte,Isin turtan,Inni ture,Isheen turte,Isaan turan
turuu,tur_,Ani ture,Nuti turne,Ati turte,Isin turtan,Inni ture,Isheen turte,Isaan turan
turuun,tur_,Ani ture,Nuti turne,Ati turte,Isin turtan,Inni ture,Isheen turte,Isaan turan
turuutu,tur_,Ani ture,Nuti turne,Ati turte,Isin turtan,Inni ture,Isheen turte,Isaan turan
tuttuqne,tuttuq_,Ani tuttuqe,Nuti tuttuqne,Ati tuttuqte,Isin tuttuqtan,Inni tuttuqe,Isheen tuttuqte,Isaan tuttuqan
uae,ua_,Ani uae,Nuti uane,Ati uate,Isin uatan,Inni uae,Isheen uate,Isaan uaan
uffanne,uffat_,Ani uffate,Nuti uffatne,Ati uffatte,Isin uffattan,Inni uffate,Isheen uffatte,Isaan uffatan
ugguramuun,ugguram_,Ani uggurame,Nuti ugguramne,Ati ugguramte,Isin ugguramtan,Inni uggurame,Isheen ugguramte,Isaan ugguraman
ukkaamfamuu,ukkaamfam_,Ani ukkaamfame,Nuti ukkaamfamne,Ati ukkaamfamte,Isin ukkaamfamtan,Inni ukkaamfame,Isheen ukkaamfamte,Isaan ukkaamfaman
ukkaamfamuun,ukkaamfam_,Ani ukkaamfame,Nuti ukkaamfamne,Ati ukkaamfamte,Isin ukkaamfamtan,Inni ukkaamfame,Isheen ukkaamfamte,Isaan ukkaamfaman
ukkaamsuu,ukkaams_,Ani ukkaamse,Nuti ukkaamsne,Ati ukkaamste,Isin ukkaamstan,Inni ukkaamse,Isheen ukkaamste,Isaan ukkaamsan
ukkaamsuun,ukkaams_,Ani ukkaamse,Nuti ukkaamsne,Ati ukkaamste,Isin ukkaamstan,Inni ukkaamse,Isheen ukkaamste,Isaan ukkaamsan
ummachuu,ummat_,Ani ummate,Nuti ummatne,Ati ummatte,Isin ummattan,Inni ummate,Isheen ummatte,Isaan ummatan
unkuruu,unkur_,Ani unkure,Nuti unkurne,Ati unkurte,Isin unkurtan,Inni unkure,Isheen unkurte,Isaan unkuran
unkuteessu,unkuteess_,Ani unkuteesse,Nuti unkuteessne,Ati unkuteesste,Isin unkuteesstan,Inni unkuteesse,Isheen unkuteesste,Isaan unkuteessan
utuban,utub_,Ani utube,Nuti utubne,Ati utubte,Isin utubtan,Inni utube,Isheen utubte,Isaan utuban
uumaman,uumam_,Ani uumame,Nuti uumamne,Ati uumamte,Isin uumamtan,Inni uumame,Isheen uumamte,Isaan uumaman
uumame,uumam_,Ani uumame,Nuti uumamne,Ati uumamte,Isin uumamtan,Inni uumame,Isheen uumamte,Isaan uumaman
uumamte,uumam_,Ani uumame,Nuti uumamne,Ati uumamte,Isin uumamtan,Inni uumame,Isheen uumamte,Isaan uumaman
uumamu,uumam_,Ani uumame,Nuti uumamne,Ati uumamte,Isin uumamtan,Inni uumame,Isheen uumamte,Isaan uumaman
uumamuu,uumam_,Ani uumame,Nuti uumamne,Ati uumamte,Isin uumamtan,Inni uumame,Isheen uumamte,Isaan uumaman
uumamuun,uumam_,Ani uumame,Nuti uumamne,Ati uumamte,Isin uumamtan,Inni uumame,Isheen uumamte,Isaan uumaman
uume,uum_,Ani uume,Nuti uumne,Ati uumte,Isin uumtan,Inni uume,Isheen uumte,Isaan uuman
uummachuu,uummat_,Ani uummate,Nuti uummatne,Ati uummatte,Isin uummattan,Inni uummate,Isheen uummatte,Isaan uummatan
uummachuun,uummat_,Ani uummate,Nuti uummatne,Ati uummatte,Isin uummattan,Inni uummate,Isheen uummatte,Isaan uummatan
uummannu,uummat_,Ani uummate,Nuti uummatne,Ati uummatte,Isin uummattan,Inni uummate,Isheen uummatte,Isaan uummatan
uummatan,uummat_,Ani uummate,Nuti uummatne,Ati uummatte,Isin uummattan,Inni uummate,Isheen uummatte,Isaan uummatan
uumuu,uum_,Ani uume,Nuti uumne,Ati uumte,Isin uumtan,Inni uume,Isheen uumte,Isaan uuman
uumuun,uum_,Ani uume,Nuti uumne,Ati uumte,Isin uumtan,Inni uume,Isheen uumte,Isaan uuman
waakkachuun,waakkat_,Ani waakkate,Nuti waakkatne,Ati waakkatte,Isin waakkattan,Inni waakkate,Isheen waakkatte,Isaan waakkatan
waalteessuu,waalteess_,Ani waalteesse,Nuti waalteessne,Ati waalteesste,Isin waalteesstan,Inni waalteesse,Isheen waalteesste,Isaan waalteessan
waamamu,waamam_,Ani waamame,Nuti waamamne,Ati waamamte,Isin waamamtan,Inni waamame,Isheen waamamte,Isaan waamaman
waamamuu,waamam_,Ani waamame,Nuti waamamne,Ati waamamte,Isin waamamtan,Inni waamame,Isheen waamamte,Isaan waamaman
waamamuun,waamam_,Ani waamame,Nuti waamamne,Ati waamamte,Isin waamamtan,Inni waamame,Isheen waamamte,Isaan waamaman
waame,waam_,Ani waame,Nuti waamne,Ati waamte,Isin waamtan,Inni waame,Isheen waamte,Isaan waaman
waamu,waam_,Ani waame,Nuti waamne,Ati waamte,Isin waamtan,Inni waame,Isheen waamte,Isaan waaman
waamuu,waam_,Ani waame,Nuti waamne,Ati waamte,Isin waamtan,Inni waame,Isheen waamte,Isaan waaman
waldanda'an,waldanda'_,Ani waldanda'e,Nuti waldanda'ne,Ati waldanda'te,Isin waldanda'tan,Inni waldanda'e,Isheen waldanda'te,Isaan waldanda'an
waldanda'uun,waldanda'_,Ani waldanda'e,Nuti waldanda'ne,Ati waldanda'te,Isin waldanda'tan,Inni waldanda'e,Isheen waldanda'te,Isaan waldanda'an
waldangeessan,waldangeess_,Ani waldangeesse,Nuti waldangeessne,Ati waldangeesste,Isin waldangeesstan,Inni waldangeesse,Isheen waldangeesste,Isaan waldangeessan
waldhaalchise,waldhaalchis_,Ani waldhaalchise,Nuti waldhaalchisne,Ati waldhaalchiste,Isin waldhaalchistan,Inni waldhaalchise,Isheen waldhaalchiste,Isaan waldhaalchisan
waldhabuun,waldhab_,Ani waldhabe,Nuti waldhabne,Ati waldhabte,Isin waldhabtan,Inni waldhabe,Isheen waldhabte,Isaan waldhaban
waldorgoman,waldorgom_,Ani waldorgome,Nuti waldorgomne,Ati waldorgomte,Isin waldorgomtan,Inni waldorgome,Isheen waldorgomte,Isaan waldorgoman
walfakkaatuun,walfakkaat_,Ani walfakkaate,Nuti walfakkaatne,Ati walfakkaatte,Isin walfakkaattan,Inni walfakkaate,Isheen walfakkaatte,Isaan walfakkaatan
walfooyuu,walfooy_,Ani walfooye,Nuti walfooyne,Ati walfooyte,Isin walfooytan,Inni walfooye,Isheen walfooyte,Isaan walfooyan
walfudhchiisuu,walfudhchiis_,Ani walfudhchiise,Nuti walfudhchiisne,Ati walfudhchiiste,Isin walfudhchiistan,Inni walfudhchiise,Isheen walfudhchiiste,Isaan walfudhchiisan
walfuudhan,walfuudt_,Ani walfuudte,Nuti walfuudtne,Ati walfuudtte,Isin walfuudttan,Inni walfuudte,Isheen walfuudtte,Isaan walfuudtan
walgahuun,walgah_,Ani walgahe,Nuti walgahne,Ati walgahte,Isin walgahtan,Inni walgahe,Isheen walgahte,Isaan walgahan
walgitu,walgit_,Ani walgite,Nuti walgitne,Ati walgitte,Isin walgittan,Inni walgite,Isheen walgitte,Isaan walgitan
waliigalamuu,waliigalam_,Ani waliigalame,Nuti waliigalamne,Ati waliigalamte,Isin waliigalamtan,Inni waliigalame,Isheen waliigalamte,Isaan waliigalaman
waliigaluun,waliigal_,Ani waliigale,Nuti waliigalne,Ati waliigalte,Isin waliigaltan,Inni waliigale,Isheen waliigalte,Isaan waliigalan
wallaaluu,wallaal_,Ani wallaale,Nuti wallaalne,Ati wallaalte,Isin wallaaltan,Inni wallaale,Isheen wallaalte,Isaan wallaalan
walliqimsuu,walliqims_,Ani walliqimse,Nuti walliqimsne,Ati walliqimste,Isin walliqimstan,Inni walliqimse,Isheen walliqimste,Isaan walliqimsan
walmakuu,walmak_,Ani walmake,Nuti walmakne,Ati walmakte,Isin walmaktan,Inni walmake,Isheen walmakte,Isaan walmakan
walmakuun,walmak_,Ani walmake,Nuti walmakne,Ati walmakte,Isin walmaktan,Inni walmake,Isheen walmakte,Isaan walmakan
walmiidhuuun,walmiidhu_,Ani walmiidhue,Nuti walmiidhune,Ati walmiidhute,Isin walmiidhutan,Inni walmiidhue,Isheen walmiidhute,Isaan walmiidhuan
walmorkan,walmork_,Ani walmorke,Nuti walmorkne,Ati walmorkte,Isin walmorktan,Inni walmorke,Isheen walmorkte,Isaan walmorkan
walsimachuu,walsimat_,Ani walsimate,Nuti walsimatne,Ati walsimatte,Isin walsimattan,Inni walsimate,Isheen walsimatte,Isaan walsimatan
walsimsiisuu,walsimsiis_,Ani walsimsiise,Nuti walsimsiisne,Ati walsimsiiste,Isin walsimsiistan,Inni walsimsiise,Isheen walsimsiiste,Isaan walsimsiisan
walutubuun,walutub_,Ani walutube,Nuti walutubne,Ati walutubte,Isin walutubtan,Inni walutube,Isheen walutubte,Isaan walutuban
waraanaatu,waraanaat_,Ani waraanaate,Nuti waraanaatne,Ati waraanaatte,Isin waraanaattan,Inni waraanaate,Isheen waraanaatte,Isaan waraanaatan
waraanan,waraan_,Ani waraane,Nuti waraanne,Ati waraante,Isin waraantan,Inni waraane,Isheen waraante,Isaan waraanan
wareegaman,wareegam_,Ani wareegame,Nuti wareegamne,Ati wareegamte,Isin wareegamtan,Inni wareegame,Isheen wareegamte,Isaan wareegaman
wayyu,wayy_,Ani wayye,Nuti wayyne,Ati wayyte,Isin wayytan,Inni wayye,Isheen wayyte,Isaan wayyan
xiinxaluun,xiinxal_,Ani xiinxale,Nuti xiinxalne,Ati xiinxalte,Isin xiinxaltan,Inni xiinxale,Isheen xiinxalte,Isaan xiinxalan
xinnaate,xinnaat_,Ani xinnaate,Nuti xinnaatne,Ati xinnaatte,Isin xinnaattan,Inni xinnaate,Isheen xinnaatte,Isaan xinnaatan
xinxaaluu,xinxaal_,Ani xinxaale,Nuti xinxaalne,Ati xinxaalte,Isin xinxaaltan,Inni xinxaale,Isheen xinxaalte,Isaan xinxaalan
xinxaluu,xinxal_,Ani xinxale,Nuti xinxalne,Ati xinxalte,Isin xinxaltan,Inni xinxale,Isheen xinxalte,Isaan xinxalan
xiqqaate,xiqqaat_,Ani xiqqaate,Nuti xiqqaatne,Ati xiqqaatte,Isin xiqqaattan,Inni xiqqaate,Isheen xiqqaatte,Isaan xiqqaatan
xiqqaatu,xiqqaat_,Ani xiqqaate,Nuti xiqqaatne,Ati xiqqaatte,Isin xiqqaattan,Inni xiqqaate,Isheen xiqqaatte,Isaan xiqqaatan
xiqqeessuun,xiqqeess_,Ani xiqqeesse,Nuti xiqqeessne,Ati xiqqeesste,Isin xiqqeesstan,Inni xiqqeesse,Isheen xiqqeesste,Isaan xiqqeessan
xiyyeeffachuu,xiyyeeffat_,Ani xiyyeeffate,Nuti xiyyeeffatne,Ati xiyyeeffatte,Isin xiyyeeffattan,Inni xiyyeeffate,Isheen xiyyeeffatte,Isaan xiyyeeffatan
xiyyeeffate,xiyyeeffat_,Ani xiyyeeffate,Nuti xiyyeeffatne,Ati xiyyeeffatte,Isin xiyyeeffattan,Inni xiyyeeffate,Isheen xiyyeeffatte,Isaan xiyyeeffatan
xumuramuun,xumuram_,Ani xumurame,Nuti xumuramne,Ati xumuramte,Isin xumuramtan,Inni xumurame,Isheen xumuramte,Isaan xumuraman
xumuruun,xumur_,Ani xumure,Nuti xumurne,Ati xumurte,Isin xumurtan,Inni xumure,Isheen xumurte,Isaan xumuran
xuqne,xuq_,Ani xuqe,Nuti xuqne,Ati xuqte,Isin xuqtan,Inni xuqe,Isheen xuqte,Isaan xuqan
xureessuu,xureess_,Ani xureesse,Nuti xureessne,Ati xureesste,Isin xureesstan,Inni xureesse,Isheen xureesste,Isaan xureessan
yaadaatu,yaadaat_,Ani yaadaate,Nuti yaadaatne,Ati yaadaatte,Isin yaadaattan,Inni yaadaate,Isheen yaadaatte,Isaan yaadaatan
yaadachiisuu,yaadachiis_,Ani yaadachiise,Nuti yaadachiisne,Ati yaadachiiste,Isin yaadachiistan,Inni yaadachiise,Isheen yaadachiiste,Isaan yaadachiisan
yaadame,yaadam_,Ani yaadame,Nuti yaadamne,Ati yaadamte,Isin yaadamtan,Inni yaadame,Isheen yaadamte,Isaan yaadaman
yaadamu,yaadam_,Ani yaadame,Nuti yaadamne,Ati yaadamte,Isin yaadamtan,Inni yaadame,Isheen yaadamte,Isaan yaadaman
yaadan,yaad_,Ani yaade,Nuti yaadne,Ati yaadte,Isin yaadtan,Inni yaade,Isheen yaadte,Isaan yaadan
yaadannu,yaadat_,Ani yaadate,Nuti yaadatne,Ati yaadatte,Isin yaadattan,Inni yaadate,Isheen yaadatte,Isaan yaadatan
yaaddessuun,yaaddess_,Ani yaaddesse,Nuti yaaddessne,Ati yaaddesste,Isin yaaddesstan,Inni yaaddesse,Isheen yaaddesste,Isaan yaaddessan
yaadne,yaad_,Ani yaade,Nuti yaadne,Ati yaadte,Isin yaadtan,Inni yaade,Isheen yaadte,Isaan yaadan
